ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-BP-5190-01	3.72	514.2	517.92
TCGA-BP-5191-01	271.74	2494.42	2766.16
TCGA-BP-5192-01	99.46	-53.36	46.1
TCGA-BP-5194-01	853.68	881.58	1735.26
TCGA-BP-5195-01	1257.21	1058.74	2315.96
TCGA-BP-5196-01	955.49	1281.83	2237.32
TCGA-BP-5198-01	1302.35	1375.96	2678.32
TCGA-BP-5199-01	1284.88	2174.97	3459.85
TCGA-BP-5200-01	1154.17	1327.17	2481.34
TCGA-BP-5201-01	163.46	1587.22	1750.68
TCGA-BP-5202-01	520.4	649.71	1170.1
TCGA-CJ-4634-01	966.64	492.88	1459.52
TCGA-CJ-4635-01	789.34	1535.34	2324.68
TCGA-CJ-4636-01	1243.11	1927.84	3170.95
TCGA-CJ-4637-01	979.49	2824.41	3803.9
TCGA-CJ-4638-01	-351.59	94.73	-256.86
TCGA-CJ-4639-01	570.3	1309.66	1879.95
TCGA-CJ-4640-01	817.82	1858.09	2675.91
TCGA-CJ-4641-01	994.77	2262.29	3257.05
TCGA-CJ-4642-01	866.19	269.78	1135.97
TCGA-CJ-4643-01	1094.63	1178.31	2272.95
TCGA-CJ-4644-01	866.64	1398.45	2265.09
TCGA-CJ-4868-01	1536.33	1898.43	3434.75
TCGA-CJ-4869-01	642.93	2448.61	3091.54
TCGA-CJ-4870-01	529.72	617.68	1147.4
TCGA-CJ-4871-01	982.91	759.57	1742.49
TCGA-CJ-4872-01	1415	1463.79	2878.78
TCGA-CJ-4873-01	892.86	2234.93	3127.79
TCGA-CJ-4874-01	718.62	1496.66	2215.28
TCGA-CJ-4875-01	258.74	1428.6	1687.34
TCGA-CJ-4876-01	-364.9	500.79	135.89
TCGA-CJ-4878-01	142.03	240.56	382.59
TCGA-CJ-4881-01	993.75	1533.93	2527.68
TCGA-CJ-4882-01	1155.34	2009.75	3165.09
TCGA-CJ-4884-01	619.52	1629.41	2248.92
TCGA-CJ-4885-01	215.67	319.79	535.46
TCGA-CJ-4886-01	1091.9	1295.05	2386.94
TCGA-CJ-4887-01	707.9	2154.59	2862.49
TCGA-CJ-4888-01	1150.27	2683.53	3833.8
TCGA-CJ-4889-01	1735.04	1862.37	3597.41
TCGA-CJ-4890-01	2030.4	2743.3	4773.7
TCGA-CJ-4891-01	687.6	1636.14	2323.75
TCGA-CJ-4892-01	637.18	1426.77	2063.95
TCGA-CJ-4893-01	826.91	1513.39	2340.3
TCGA-CJ-4894-01	656.85	1747.41	2404.26
TCGA-CJ-4895-01	1387.79	1421.58	2809.37
TCGA-CJ-4897-01	670.14	459.85	1129.99
TCGA-CJ-4899-01	1263.64	902.71	2166.35
TCGA-CJ-4900-01	763.07	2139.2	2902.27
TCGA-CJ-4901-01	958.23	2584.29	3542.52
TCGA-CJ-4902-01	1335.1	1485.42	2820.51
TCGA-CJ-4903-01	813.23	1245.83	2059.06
TCGA-CJ-4904-01	788.17	979.48	1767.65
TCGA-CJ-4905-01	1252.95	642.96	1895.91
TCGA-CJ-4907-01	1144.72	709.93	1854.65
TCGA-CJ-4908-01	1148.54	934.68	2083.22
TCGA-CJ-4912-01	140.73	544.22	684.94
TCGA-CJ-4916-01	761.22	2431.16	3192.38
TCGA-CJ-4918-01	1654.15	1332.87	2987.02
TCGA-CJ-4920-01	983.51	799.93	1783.43
TCGA-CJ-4923-01	1040.31	1741.04	2781.35
TCGA-CJ-5671-01	1772.96	2066.08	3839.04
TCGA-CJ-5672-01	755.03	2163.19	2918.22
TCGA-CJ-5675-01	201.64	2228.33	2429.97
TCGA-CJ-5676-01	1162.93	1531.96	2694.89
TCGA-CJ-5677-01	1355.84	1324.86	2680.7
TCGA-CJ-5678-01	293.64	2164.65	2458.29
TCGA-CJ-5679-01	305.79	-92.95	212.83
TCGA-CJ-5680-01	360.92	462.52	823.44
TCGA-CJ-5681-01	-410.04	-242.26	-652.3
TCGA-CJ-5682-01	1140.06	650.88	1790.93
TCGA-CJ-5683-01	447	466.63	913.63
TCGA-CJ-5684-01	640.84	1123.97	1764.82
TCGA-CJ-5686-01	747.52	1416.47	2163.98
TCGA-CJ-5689-01	1427.77	1495.67	2923.44
TCGA-CJ-6027-01	282.08	2136.44	2418.52
TCGA-CJ-6028-01	898.14	1989.88	2888.02
TCGA-CJ-6030-01	972.59	2245.02	3217.61
TCGA-CJ-6031-01	1589.71	1909.98	3499.7
TCGA-CJ-6032-01	242.6	628.1	870.7
TCGA-CJ-6033-01	861.31	846.41	1707.72
TCGA-CW-5580-01	789.46	820.07	1609.53
TCGA-CW-5581-01	213.88	465.39	679.27
TCGA-CW-5583-01	704.07	194.13	898.2
TCGA-CW-5584-01	812.77	880.06	1692.83
TCGA-CW-5585-01	153.93	-58.24	95.69
TCGA-CW-5587-01	1035.46	2041.7	3077.16
TCGA-CW-5588-01	1363.47	1289.97	2653.44
TCGA-CW-5589-01	880.84	970.7	1851.54
TCGA-CW-5590-01	951.5	1033.9	1985.4
TCGA-CW-5591-01	485.08	-305.31	179.77
TCGA-CW-6087-01	797.58	2973.88	3771.45
TCGA-CW-6088-01	732.88	358.64	1091.52
TCGA-CW-6090-01	1246.09	1665.87	2911.96
TCGA-CW-6093-01	664.02	500.48	1164.51
TCGA-CW-6097-01	1317.72	2022.63	3340.34
TCGA-CZ-4853-01	-45.22	597.32	552.11
TCGA-CZ-4854-01	453.07	682.92	1135.99
TCGA-CZ-4856-01	794.1	1246.38	2040.48
TCGA-CZ-4857-01	715.75	1165.44	1881.18
TCGA-CZ-4858-01	431.41	1710.86	2142.27
TCGA-CZ-4859-01	-136.48	63.88	-72.6
TCGA-CZ-4860-01	430.28	846.17	1276.45
TCGA-CZ-4861-01	560.5	2120.44	2680.94
TCGA-CZ-4862-01	811.71	2142.79	2954.49
TCGA-CZ-4863-01	694.29	1865.91	2560.2
TCGA-CZ-4864-01	631.29	2023.01	2654.3
TCGA-CZ-4865-01	1071.12	1314.71	2385.83
TCGA-CZ-4866-01	78.72	782.3	861.02
TCGA-CZ-5451-01	278.29	883.04	1161.33
TCGA-CZ-5452-01	225.2	2384.55	2609.75
TCGA-CZ-5453-01	165.57	-72.07	93.49
TCGA-CZ-5454-01	705.33	1801.3	2506.63
TCGA-CZ-5455-01	784.33	1823.52	2607.85
TCGA-CZ-5456-01	643.04	1375.6	2018.64
TCGA-CZ-5457-01	683.35	984.2	1667.55
TCGA-CZ-5458-01	652.1	1148.23	1800.33
TCGA-CZ-5459-01	405.16	837.13	1242.29
TCGA-CZ-5460-01	336.02	1410.22	1746.24
TCGA-CZ-5461-01	998.73	1197.85	2196.58
TCGA-CZ-5462-01	61.51	1293.17	1354.68
TCGA-CZ-5463-01	197.38	792.23	989.61
TCGA-CZ-5464-01	1054.76	1791.84	2846.6
TCGA-CZ-5465-01	189.17	328.3	517.47
TCGA-CZ-5466-01	759.09	1845.01	2604.09
TCGA-CZ-5467-01	594.47	522.09	1116.56
TCGA-CZ-5468-01	486.69	937.73	1424.41
TCGA-CZ-5469-01	-23.37	359.58	336.21
TCGA-CZ-5470-01	491.31	1602.78	2094.09
TCGA-CZ-5982-01	373.27	263.51	636.77
TCGA-CZ-5984-01	354.1	1220.4	1574.5
TCGA-CZ-5985-01	389.6	1589.48	1979.09
TCGA-CZ-5986-01	372.31	584.67	956.98
TCGA-CZ-5987-01	90.05	1234.24	1324.29
TCGA-CZ-5988-01	850.17	735.93	1586.1
TCGA-CZ-5989-01	932.85	1311.24	2244.1
TCGA-DV-5565-01	809.87	789.22	1599.08
TCGA-DV-5566-01	331.9	411.76	743.66
TCGA-DV-5567-01	-85.66	-425.07	-510.74
TCGA-DV-5568-01	890.61	1209.46	2100.07
TCGA-DV-5569-01	743.12	1105	1848.12
